name,app_price,play_price,total_app_price,avg_app_rating,app_genre,play_genre,app_trader_purchase_price,avg_app_rating_rounded,expected_app_lifespan_years
Le Havre: The Inland Port,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lea Born for Adventure,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEAD ZAQ Battle Version,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
League of Legends Friends,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
League of Light: Silent Mountain - A Hidden Object Mystery (Full),6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
League of Stickmen VIP Edition,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
League of War: Mercenaries,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Leap Day,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Leap of Fate,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Learn 2 Fly,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Learn English quickly with MosaLingua,4.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Learn to Speak Italian Fast With MosaLingua,4.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Learn to Speak Spanish Fast With MosaLingua,4.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
LEDit – The LED Banner App,1.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Legacy of Discord - Furious Wings,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Legend of Grimrock,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Legend of the Skyfish,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Legendary - Game of Heroes,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Legendary Wars,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO Harry Potter: Years 1-4,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO Harry Potter: Years 5-7,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Batman: Beyond Gotham,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® City My City 2,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® DC Super Heroes Mighty Micros,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Juniors Create & Cruise,0,$0.00 ,$0.00 ,4.05,Games,Educational;Action & Adventure,"$10,000.00 ",4,9
LEGO® Jurassic World™,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Marvel Super Heroes: Universe in Peril,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® NEXO KNIGHTS™ : MERLOK 2.0,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Ninjago: Skybound,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Ninjago™: Shadow of Ronin™,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Star Wars™:  Microfighters,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Star Wars™:  The Complete Saga,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® Star Wars™: The Force Awakens,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LEGO® The Lord of the Rings™,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lemon Lumberjack's Letter Mill,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Leo's Fortune,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lep's World 2 Plus - super best platformer games,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lep's World 3,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lep's World 3 Plus - the super best platformer games,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lep's World Free - platformer games,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lep's World Plus - super best platformer games,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Les Anges,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Let's create! Pottery HD,4.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,1.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Let Go and Let God - Doreen Virtue,4.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
letgo: Buy & Sell Second Hand Stuff,0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
Letter Quiz - alphabet tracing for kids,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Letter Soup - Word Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LetterGlow - Graphic Design & Photo Editing,2.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
LetterSchool - learn to write letters and numbers,4.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Level With Me,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Level: A Simple Puzzle Game,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Leveled!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Levels - Addictive Puzzle Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lewandowski: Football Star,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LGV Theory Test and Hazard Perception,9.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Lieferando.de,0,NULL,NULL,NULL,Food & Drink,NULL,"$10,000.00 ",NULL,1
Lieferheld - Delicious food delivery service,0,NULL,NULL,NULL,Food & Drink,NULL,"$10,000.00 ",NULL,1
Life Cycle - Track Your Time Automatically,0,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Lifeline 2,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lifeline...,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lifeline: Crisis Line,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lifeline: Flatline,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lifeline: Halfway to Infinity,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lifeline: Silent Night,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lifeline: Whiteout,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lifesum – Inspiring healthy lifestyle app,0,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Light On,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Light+ AnalogCam,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Lightbot : Programming Puzzles,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lightsaber Camera,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
LightX,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
LikeSo,0.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Lili™,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lily - Playful Music Creation,1.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
LIMBO,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Limite Limite,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Limo Driving School a Valet Driver License Test Parking Simulator,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Linda Brown: Interactive Story,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LINE,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
LINE BLOG,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
LINE BROWN FARM,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LINE Bubble 2,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"LINE Camera - Photo editor, Animated Stamp, Filter",0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Line Defense,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LINE FIGHTERS,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LINE Moments - Capture Your Fun Moments,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
LINE PLAY - Your Avatar World,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
LINE PokoPoko,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Line Rider iRide™,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
LINE RUSH !,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LINE: Disney Tsum Tsum,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lines the Game,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lingji tarot-nice and funny in line with tarot cards,0.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Linia,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LinkedIn,0,$0.00 ,$0.00 ,3.85,Social Networking,Social,"$10,000.00 ",4,9
Lip Sync Battle App,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Litchi for DJI Mavic/Phantom/Inspire,22.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Literacy Leveler,4.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Little Briar Rose,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Little Broken Robots,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Little Builders - Trucks, Cranes & Digger for Kids",1.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Little Farmers - Tractors and Harvesters for Kids,1.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Little Fox Animal Doctor - be a vet,1.99,NULL,NULL,NULL,Book,NULL,"$10,000.00 ",NULL,1
Little Inferno,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Little Inferno HD,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Little Nugget® - capture pregnancy & baby pics,2.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Little Panda's Candy Shop - Lollipop Factory,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Little Panda Mini Games-3D,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Little Writer - The Tracing App for Kids,0.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Littlebook - for Facebook on Watch,2.99,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Live Cams - HD,4.99,NULL,NULL,NULL,Travel,NULL,"$10,000.00 ",NULL,1
Live Wallpapers & Themes Free - Moving Backgrounds,0,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Live Wallpapers by Themify: Dynamic Animated Theme,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Live Wallpapers for iPhone 6s and 6s Plus,0,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Live Wallpapers for Me - Animated HD Backgrounds,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Live Wallpapers for Me - Free Moving Backgrounds,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Live Wallpapers Pro by Themify - Dynamic Animated Themes and Backgrounds,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
live.ly - live video streaming,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Live.me – Live Video Chat & Make Friends Nearby,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
LiveATC Air Radio,3.99,NULL,NULL,NULL,Travel,NULL,"$10,000.00 ",NULL,1
LiveCollage Pro-Photo Collage Maker&Photo Editor,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
LiveMixtapes,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
LivePapers - Live Wallpapers from your photos,1.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
LiveTunes - Live Concert Music Player,0.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Living Earth - Clock & Weather,2.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Living Legends: Bound by Wishes - A Hidden Object Mystery (Full),6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lloyds Bank Mobile Banking,0,NULL,NULL,NULL,Finance,NULL,"$10,000.00 ",NULL,1
Lobi,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Localscope - Find places and people around you,2.99,NULL,NULL,NULL,Navigation,NULL,"$10,000.00 ",NULL,1
LOCARI(ロカリ)-オトナ女子向けライフスタイル情報アプリ,0,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Lock Photos & Video.s Vault - Passcode Protect Your Secret Photo Album & Secure Private Picture.s Folders,2.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Lock Screens - Free Wallpapers & Background Themes,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Lock The Block,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Logic Traces,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Logos Quiz -Guess the most famous brands, new fun!",0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LOL Movie: Change your face + voice!,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
"lollicam - photo, video, and selfie camera",0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Lollipop: Sweet Taste Match3,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lomotif Music Video Editor - Add Music & Effects!,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Lonely One,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LONEWOLF,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LongStory: Choose your own dating game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lookout: Security and Identity Theft Protection,0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
LOOKS - Real Makeup Camera,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Looney Tunes Dash!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Loop & Dot,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Loop Drive 2,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Loop Mania,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Loop Taxi,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LOOPIMAL by YATATOY,3.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Loopy HD,3.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Looty Dungeon,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lords & Castles - Medieval War Strategy MMO Games,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lords Mobile,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lose It! – Weight Loss Program and Calorie Counter,0,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Lost Echo,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lost Fishy Ultimate Challenge,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lost Frontier,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lost in Harmony,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lost Journey - Nomination of Best China IndiePlay Game,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LOST MAZE,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lost Socks: Naughty Brothers,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lost Within,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LotteryHUB,0,NULL,NULL,NULL,News,NULL,"$10,000.00 ",NULL,1
Lotto Out! - Mexican Loteria,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lotto Results - Mega Millions Powerball Lottery,0,NULL,NULL,NULL,News,NULL,"$10,000.00 ",NULL,1
LOUD on Planet X,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Louvre HD,1.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Love and Hip Hop The Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Love Bank-お金ゲーム/恋愛ゲーム/イケメンゲーム/育成ゲーム/タップゲーム/賭けゲーム,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Love Bank -お金ゲーム/恋愛ゲーム/美少女ゲーム/育成ゲーム/タップゲーム/賭けゲーム,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Love Engine,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Love Msg,0.99,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Love You To Bits,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LOVOO - Dating Chat,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Low Carb Diet Tracker PRO by Carb Manager,2.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
LUCKY BLOCK MOD FOR MINECRAFT PC - POCKET GUIDE EDITION,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Lucky Block Mod for Minecraft PC Edition - Pocket Guide,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lucky Block Mod Survival Game PE - Pocket Edition,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
LUCKY BLOCK MOD ™ for Minecraft PC Edition - The Best Pocket Wiki & Mods Installer Tools,0,NULL,NULL,NULL,Reference,NULL,"$10,000.00 ",NULL,1
Lucky Cactus,9.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
LumaFX - infinite video effects,2.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
LUMINES PUZZLE & MUSIC,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lumino City,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lumo Deliveries,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lumosity - Brain Training,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Lumps of Clay,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lumyer - augmented reality camera effects,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Lush Cosmetics,0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
LVL,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Lyft,0,NULL,NULL,NULL,Travel,NULL,"$10,000.00 ",NULL,1
M Cam - Manual controls & custom exposure camera,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Ma Banque,0,NULL,NULL,NULL,Finance,NULL,"$10,000.00 ",NULL,1
Machinarium,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Machine World,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Machines at War 3 RTS,6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
MacID,3.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
MackMoji by Christy Mack,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
MacMoji ™  by Conor McGregor,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Macy's,0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
Mad City Crime,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mad City Gangs: Nice City,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mad Libs,0,$0.00 ,$0.00 ,3.5,Entertainment,Entertainment;Brain Games,"$10,000.00 ",3.5,8
Mad Skills BMX,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mad Skills Motocross,0.99,$0.00 ,$0.99 ,4.25,Games,Racing,"$10,000.00 ",4.5,10
MADDEN NFL Mobile,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
MadLipz - Make a Voice Over Parody!,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
MadOut Open City,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mafia III: Rivals,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mafia Mystery,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magellan,2.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Magic Jigsaw Puzzles,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Legion - Age of Heroes,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Mansion,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Nightfall,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Piano by Smule,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Magic Princess - Girls Makeup & Dressup Salon Game,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Rush: Heroes,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Tiles : Music Maker - Don't Touch the White,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Tower Touch,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Magic Trick #6,6.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
MagicBars - HomeScreen Wallpaper With Creativity,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
MagiMobile – Mighty Magiswords Collection App,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Magnets!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mahjöng,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mahjong Classic Board Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mahjong Journey®,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mahjong Panda,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mahjong Solitaire Star! Your Favorite Game!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mahjong Treasure Quest,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mail Master by NetEase,0,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Mail Master Pro by NetEase,1.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
MailShot Pro- Group Email Done Right!,3.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Maim Street,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Majiang Mahjong（单机+川麻+二人+武汉+国标）,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Make-Up Touch 2 - Kids Games & Girls Dressup Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Make It Rain: The Love of Money,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Make More!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Make7! Hexa Puzzle,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"MakeupPlus - Natural, Professional Makeup Looks",0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
MalkinMoji by Evgeni Malkin,0.99,NULL,NULL,NULL,Sports,NULL,"$10,000.00 ",NULL,1
Malodo : Stop au mal de dos,0,NULL,NULL,NULL,Medical,NULL,"$10,000.00 ",NULL,1
Mancala Pro,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mancmoji - Manchester emoji-stickers!,0.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
MangaTiara - love comic reader,0,NULL,NULL,NULL,Book,NULL,"$10,000.00 ",NULL,1
MangaZERO - comic reader,0,NULL,NULL,NULL,Book,NULL,"$10,000.00 ",NULL,1
Mannequin Challenge,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Mannequin Challenge Maker,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
MANSION MAPS for Minecraft PE - The Best Maps for Minecraft Pocket Edition (MCPE),0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Map My Ride+ - GPS Cycling & Route Tracker,2.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Map My Run+ - GPS Running & Workout Tracker,2.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
MapFan(マップファン) – 渋滞情報/オービス/オフライン対応の本格カーナビ,0,NULL,NULL,NULL,Navigation,NULL,"$10,000.00 ",NULL,1
"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",4.99,NULL,NULL,NULL,Navigation,NULL,"$10,000.00 ",NULL,1
Maps for Minecraft PE (Mine Maps for Pocket Edition),1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Maps Pro For Minecraft PE,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
